Student_ID,Roll_Number,First_Name,Last_Name,Full_Name,Gender,Department_ID,Program,Year,Section_ID,Email,Phone,Blood_Group,Hostel_Status,Admission_Year,CGPA
STU0036,CSE2026A036,Ekansh,Rai,Ekansh Rai,Male,CSE,B.Tech,1,SEC001,ekansh.rai@cpit.edu.in,8073326962,O-,Day Scholar,2026,8.62
STU0037,CSE2026A037,Balhaar,Lall,Balhaar Lall,Male,CSE,B.Tech,1,SEC001,balhaar.lall@cpit.edu.in,8498405887,A+,Hosteller,2026,8.78
STU0038,CSE2026A038,Chaaya,Agrawal,Chaaya Agrawal,Female,CSE,B.Tech,1,SEC001,chaaya.agrawal@cpit.edu.in,8808091716,AB-,Day Scholar,2026,7.03
STU0039,CSE2026A039,Hema,Ghose,Hema Ghose,Female,CSE,B.Tech,1,SEC001,hema.ghose@cpit.edu.in,9003354008,B+,Day Scholar,2026,8.85
STU0040,CSE2026A040,Abhiram,Srivastava,Abhiram Srivastava,Female,CSE,B.Tech,1,SEC001,abhiram.srivastava@cpit.edu.in,6264944937,A+,Hosteller,2026,6.06
STU0041,CSE2026A041,Girish,Chakrabarti,Girish Chakrabarti,Female,CSE,B.Tech,1,SEC001,girish.chakrabarti@cpit.edu.in,8228375529,O+,Day Scholar,2026,8.76
STU0042,CSE2026A042,Rachana,Taneja,Rachana Taneja,Female,CSE,B.Tech,1,SEC001,rachana.taneja@cpit.edu.in,9842454818,B+,Day Scholar,2026,6.16
STU0043,CSE2026A043,Viraj,Kibe,Viraj Kibe,Male,CSE,B.Tech,1,SEC001,viraj.kibe@cpit.edu.in,6020515007,O+,Day Scholar,2026,6.37
STU0044,CSE2026A044,Saanvi,Mistry,Saanvi Mistry,Female,CSE,B.Tech,1,SEC001,saanvi.mistry@cpit.edu.in,6094321244,B-,Day Scholar,2026,9.39
STU0045,CSE2026A045,Sarthak,Warrior,Sarthak Warrior,Male,CSE,B.Tech,1,SEC001,sarthak.warrior@cpit.edu.in,9724035394,AB-,Hosteller,2026,7.01
STU0046,CSE2026A046,Charan,Das,Charan Das,Female,CSE,B.Tech,1,SEC001,charan.das@cpit.edu.in,6772897103,B-,Day Scholar,2026,9.98
STU0047,CSE2026A047,Ojasvi,Hari,Ojasvi Hari,Female,CSE,B.Tech,1,SEC001,ojasvi.hari@cpit.edu.in,9490719513,O-,Hosteller,2026,6.76
STU0048,CSE2026A048,Rachit,Murty,Rachit Murty,Female,CSE,B.Tech,1,SEC001,rachit.murty@cpit.edu.in,6991381255,A-,Day Scholar,2026,7.5
STU0049,CSE2026A049,Ganga,Grewal,Ganga Grewal,Male,CSE,B.Tech,1,SEC001,ganga.grewal@cpit.edu.in,6222052192,O-,Day Scholar,2026,9.49
STU0050,CSE2026A050,Chaman,Dugar,Chaman Dugar,Male,CSE,B.Tech,1,SEC001,chaman.dugar@cpit.edu.in,7447757607,AB+,Day Scholar,2026,6.54
STU0051,CSE2026A051,Sneha,Prabhu,Sneha Prabhu,Female,CSE,B.Tech,1,SEC001,sneha.prabhu@cpit.edu.in,7135607609,A-,Day Scholar,2026,9.72
STU0052,CSE2026A052,Joshua,Kumar,Joshua Kumar,Male,CSE,B.Tech,1,SEC001,joshua.kumar@cpit.edu.in,7866462464,O+,Day Scholar,2026,6.29
STU0053,CSE2026A053,Girik,Dada,Girik Dada,Male,CSE,B.Tech,1,SEC001,girik.dada@cpit.edu.in,6805784647,AB+,Day Scholar,2026,8.2
STU0054,CSE2026A054,Finn,Rau,Finn Rau,Male,CSE,B.Tech,1,SEC001,finn.rau@cpit.edu.in,9137126434,AB+,Day Scholar,2026,6.55
STU0055,CSE2026A055,Avi,Mukherjee,Avi Mukherjee,Female,CSE,B.Tech,1,SEC001,avi.mukherjee@cpit.edu.in,6928627964,O+,Day Scholar,2026,6.18
STU0056,CSE2026A056,Bhavika,Saran,Bhavika Saran,Female,CSE,B.Tech,1,SEC001,bhavika.saran@cpit.edu.in,6317771664,B+,Day Scholar,2026,6.44
STU0057,CSE2026A057,Tanmayi,Doshi,Tanmayi Doshi,Female,CSE,B.Tech,1,SEC001,tanmayi.doshi@cpit.edu.in,7960987107,AB+,Day Scholar,2026,6.82
STU0058,CSE2026A058,Lila,Iyengar,Lila Iyengar,Male,CSE,B.Tech,1,SEC001,lila.iyengar@cpit.edu.in,6576421933,A+,Hosteller,2026,7.46
STU0059,CSE2026A059,Indali,Pall,Indali Pall,Female,CSE,B.Tech,1,SEC001,indali.pall@cpit.edu.in,7225977189,AB+,Day Scholar,2026,9.2
STU0060,CSE2026A060,Ranveer,Wagle,Ranveer Wagle,Male,CSE,B.Tech,1,SEC001,ranveer.wagle@cpit.edu.in,7309659004,A-,Hosteller,2026,7.41
STU0061,CSE2026B001,Dalaja,Purohit,Dalaja Purohit,Male,CSE,B.Tech,1,SEC002,dalaja.purohit@cpit.edu.in,8905021858,B+,Day Scholar,2026,8.64
STU0062,CSE2026B002,Aarini,Kapoor,Aarini Kapoor,Male,CSE,B.Tech,1,SEC002,aarini.kapoor@cpit.edu.in,6145346320,AB+,Day Scholar,2026,7.15
STU0063,CSE2026B003,Aadhya,Swamy,Aadhya Swamy,Female,CSE,B.Tech,1,SEC002,aadhya.swamy@cpit.edu.in,6216523857,AB-,Hosteller,2026,8.45
STU0064,CSE2026B004,William,Goel,William Goel,Male,CSE,B.Tech,1,SEC002,william.goel@cpit.edu.in,7898322929,O-,Hosteller,2026,6.35
STU0065,CSE2026B005,Arjun,Verma,Arjun Verma,Female,CSE,B.Tech,1,SEC002,arjun.verma@cpit.edu.in,6276349897,AB-,Hosteller,2026,9.16
STU0066,CSE2026B006,Dipta,Bandi,Dipta Bandi,Male,CSE,B.Tech,1,SEC002,dipta.bandi@cpit.edu.in,6608370424,A+,Day Scholar,2026,8.11
STU0067,CSE2026B007,Faris,Parmer,Faris Parmer,Male,CSE,B.Tech,1,SEC002,faris.parmer@cpit.edu.in,7525808978,A+,Hosteller,2026,8.19
STU0068,CSE2026B008,Yuvraj,Sahni,Yuvraj Sahni,Female,CSE,B.Tech,1,SEC002,yuvraj.sahni@cpit.edu.in,9165290615,AB+,Day Scholar,2026,6.96
STU0069,CSE2026B009,Ekta,Sangha,Ekta Sangha,Female,CSE,B.Tech,1,SEC002,ekta.sangha@cpit.edu.in,8705944948,A+,Day Scholar,2026,6.68
STU0070,CSE2026B010,Isha,Nath,Isha Nath,Male,CSE,B.Tech,1,SEC002,isha.nath@cpit.edu.in,6960519786,AB-,Day Scholar,2026,9.5
STU0071,CSE2026B011,Dhruv,Manda,Dhruv Manda,Female,CSE,B.Tech,1,SEC002,dhruv.manda@cpit.edu.in,9488671690,AB+,Day Scholar,2026,8.42
STU0072,CSE2026B012,Chaitaly,Agrawal,Chaitaly Agrawal,Female,CSE,B.Tech,1,SEC002,chaitaly.agrawal@cpit.edu.in,7488700713,O-,Hosteller,2026,8.35
STU0073,CSE2026B013,Vasatika,Anne,Vasatika Anne,Female,CSE,B.Tech,1,SEC002,vasatika.anne@cpit.edu.in,8751534331,O-,Hosteller,2026,6.75
STU0074,CSE2026B014,Tripti,Mukherjee,Tripti Mukherjee,Female,CSE,B.Tech,1,SEC002,tripti.mukherjee@cpit.edu.in,6577659298,O-,Hosteller,2026,7.22
STU0075,CSE2026B015,Damyanti,Hari,Damyanti Hari,Female,CSE,B.Tech,1,SEC002,damyanti.hari@cpit.edu.in,7431988314,A-,Hosteller,2026,6.28
STU0076,CSE2026B016,Vritti,Kota,Vritti Kota,Male,CSE,B.Tech,1,SEC002,vritti.kota@cpit.edu.in,8229399250,AB-,Day Scholar,2026,9.08
STU0077,CSE2026B017,Libni,Nair,Libni Nair,Male,CSE,B.Tech,1,SEC002,libni.nair@cpit.edu.in,9339936153,A+,Day Scholar,2026,8.68
STU0078,CSE2026B018,Nihal,Prakash,Nihal Prakash,Male,CSE,B.Tech,1,SEC002,nihal.prakash@cpit.edu.in,7181196629,A-,Day Scholar,2026,9.16
STU0079,CSE2026B019,Udarsh,Mahajan,Udarsh Mahajan,Male,CSE,B.Tech,1,SEC002,udarsh.mahajan@cpit.edu.in,6376830242,AB-,Day Scholar,2026,6.52
STU0080,CSE2026B020,Christopher,Rajan,Christopher Rajan,Male,CSE,B.Tech,1,SEC002,christopher.rajan@cpit.edu.in,7328403759,O-,Hosteller,2026,6.18
STU0081,CSE2026B021,Umang,Balan,Umang Balan,Male,CSE,B.Tech,1,SEC002,umang.balan@cpit.edu.in,8649415022,O-,Hosteller,2026,8.72
STU0082,CSE2026B022,Brijesh,Tailor,Brijesh Tailor,Female,CSE,B.Tech,1,SEC002,brijesh.tailor@cpit.edu.in,9700011330,B+,Hosteller,2026,7.28
STU0083,CSE2026B023,Zehaan,Manne,Zehaan Manne,Female,CSE,B.Tech,1,SEC002,zehaan.manne@cpit.edu.in,8988418743,B-,Hosteller,2026,7.22
STU0084,CSE2026B024,Reyansh,Shanker,Reyansh Shanker,Female,CSE,B.Tech,1,SEC002,reyansh.shanker@cpit.edu.in,9419100905,A+,Hosteller,2026,9.35
STU0085,CSE2026B025,Urvi,Srivastava,Urvi Srivastava,Female,CSE,B.Tech,1,SEC002,urvi.srivastava@cpit.edu.in,6909954526,O-,Day Scholar,2026,8.57
STU0086,CSE2026B026,Ishwar,Kulkarni,Ishwar Kulkarni,Male,CSE,B.Tech,1,SEC002,ishwar.kulkarni@cpit.edu.in,7241527552,B-,Hosteller,2026,6.03
STU0087,CSE2026B027,Naveen,Karnik,Naveen Karnik,Male,CSE,B.Tech,1,SEC002,naveen.karnik@cpit.edu.in,7462729748,AB-,Day Scholar,2026,8.57
STU0088,CSE2026B028,Panini,Mukhopadhyay,Panini Mukhopadhyay,Male,CSE,B.Tech,1,SEC002,panini.mukhopadhyay@cpit.edu.in,8544063897,B-,Hosteller,2026,9.51
STU0089,CSE2026B029,Sanya,Chaudhry,Sanya Chaudhry,Female,CSE,B.Tech,1,SEC002,sanya.chaudhry@cpit.edu.in,9848301269,B+,Day Scholar,2026,9.11
STU0090,CSE2026B030,Samarth,Barad,Samarth Barad,Male,CSE,B.Tech,1,SEC002,samarth.barad@cpit.edu.in,6920154415,O-,Hosteller,2026,7.39
STU0091,CSE2026B031,Hemangini,Bhandari,Hemangini Bhandari,Female,CSE,B.Tech,1,SEC002,hemangini.bhandari@cpit.edu.in,8676312860,O-,Day Scholar,2026,7.75
STU0092,CSE2026B032,Saanvi,Koshy,Saanvi Koshy,Female,CSE,B.Tech,1,SEC002,saanvi.koshy@cpit.edu.in,9167337397,B+,Day Scholar,2026,7.81
STU0093,CSE2026B033,Ekaja,Baria,Ekaja Baria,Female,CSE,B.Tech,1,SEC002,ekaja.baria@cpit.edu.in,9323428746,AB-,Hosteller,2026,6.27
STU0094,CSE2026B034,Ekantika,Lad,Ekantika Lad,Male,CSE,B.Tech,1,SEC002,ekantika.lad@cpit.edu.in,6536478935,O+,Hosteller,2026,8.36
STU0095,CSE2026B035,Janya,Bansal,Janya Bansal,Female,CSE,B.Tech,1,SEC002,janya.bansal@cpit.edu.in,8334215145,O+,Day Scholar,2026,7.84
STU0096,CSE2026B036,Chanakya,Din,Chanakya Din,Male,CSE,B.Tech,1,SEC002,chanakya.din@cpit.edu.in,7386937400,A-,Hosteller,2026,7.39
STU0097,CSE2026B037,Nitara,Sodhi,Nitara Sodhi,Male,CSE,B.Tech,1,SEC002,nitara.sodhi@cpit.edu.in,6736556494,B+,Day Scholar,2026,6.79
STU0098,CSE2026B038,Sanya,Mander,Sanya Mander,Male,CSE,B.Tech,1,SEC002,sanya.mander@cpit.edu.in,6333861130,B-,Hosteller,2026,8.96
STU0099,CSE2026B039,Forum,Trivedi,Forum Trivedi,Male,CSE,B.Tech,1,SEC002,forum.trivedi@cpit.edu.in,8071770773,A+,Hosteller,2026,7.72
STU0100,CSE2026B040,Aarna,Jani,Aarna Jani,Female,CSE,B.Tech,1,SEC002,aarna.jani@cpit.edu.in,7069239517,AB-,Hosteller,2026,6.17
STU0101,CSE2026B041,Januja,Venkataraman,Januja Venkataraman,Female,CSE,B.Tech,1,SEC002,januja.venkataraman@cpit.edu.in,6702670388,B-,Day Scholar,2026,7.82
STU0102,CSE2026B042,Leela,Chada,Leela Chada,Female,CSE,B.Tech,1,SEC002,leela.chada@cpit.edu.in,9685867792,A-,Hosteller,2026,7.43
STU0103,CSE2026B043,Sneha,Arya,Sneha Arya,Female,CSE,B.Tech,1,SEC002,sneha.arya@cpit.edu.in,7241904955,A+,Day Scholar,2026,7.1
STU0104,CSE2026B044,Pavani,Bakshi,Pavani Bakshi,Male,CSE,B.Tech,1,SEC002,pavani.bakshi@cpit.edu.in,9931967721,A-,Day Scholar,2026,6.05
STU0105,CSE2026B045,Laksh,Balay,Laksh Balay,Male,CSE,B.Tech,1,SEC002,laksh.balay@cpit.edu.in,6305393239,O-,Hosteller,2026,7.21
STU0106,CSE2026B046,Priya,Bahri,Priya Bahri,Male,CSE,B.Tech,1,SEC002,priya.bahri@cpit.edu.in,6874705431,AB-,Day Scholar,2026,6.1
STU0107,CSE2026B047,Champak,Bhatnagar,Champak Bhatnagar,Male,CSE,B.Tech,1,SEC002,champak.bhatnagar@cpit.edu.in,8473429463,O-,Day Scholar,2026,8.86
STU0108,CSE2026B048,Warinder,Sarna,Warinder Sarna,Male,CSE,B.Tech,1,SEC002,warinder.sarna@cpit.edu.in,7111397074,B+,Hosteller,2026,7.51
STU0109,CSE2026B049,Janani,Bedi,Janani Bedi,Female,CSE,B.Tech,1,SEC002,janani.bedi@cpit.edu.in,7331994120,O+,Hosteller,2026,6.87
STU0110,CSE2026B050,Vrishti,Bansal,Vrishti Bansal,Female,CSE,B.Tech,1,SEC002,vrishti.bansal@cpit.edu.in,9614482699,AB+,Hosteller,2026,6.77
STU0111,CSE2026B051,Yochana,Sharma,Yochana Sharma,Male,CSE,B.Tech,1,SEC002,yochana.sharma@cpit.edu.in,7364994984,A+,Day Scholar,2026,6.9
STU0112,CSE2026B052,Jyoti,Kadakia,Jyoti Kadakia,Male,CSE,B.Tech,1,SEC002,jyoti.kadakia@cpit.edu.in,6023579758,A-,Hosteller,2026,8.44
STU0113,CSE2026B053,Riya,Som,Riya Som,Male,CSE,B.Tech,1,SEC002,riya.som@cpit.edu.in,7666993477,B-,Day Scholar,2026,8.62
STU0114,CSE2026B054,Advay,Sinha,Advay Sinha,Female,CSE,B.Tech,1,SEC002,advay.sinha@cpit.edu.in,6562110564,B+,Hosteller,2026,6.92
STU0115,CSE2026B055,Yochana,Zacharia,Yochana Zacharia,Female,CSE,B.Tech,1,SEC002,yochana.zacharia@cpit.edu.in,8789217839,AB+,Day Scholar,2026,8.44
STU0116,CSE2026B056,Kevin,Padmanabhan,Kevin Padmanabhan,Female,CSE,B.Tech,1,SEC002,kevin.padmanabhan@cpit.edu.in,8205837088,O-,Day Scholar,2026,7.3
STU0117,CSE2026B057,Chasmum,Borah,Chasmum Borah,Male,CSE,B.Tech,1,SEC002,chasmum.borah@cpit.edu.in,6805095952,O+,Day Scholar,2026,9.98
STU0118,CSE2026B058,Gayathri,Soni,Gayathri Soni,Male,CSE,B.Tech,1,SEC002,gayathri.soni@cpit.edu.in,7497586464,AB+,Day Scholar,2026,7.19
STU0119,CSE2026B059,Ethan,Thakkar,Ethan Thakkar,Male,CSE,B.Tech,1,SEC002,ethan.thakkar@cpit.edu.in,8783043027,AB-,Hosteller,2026,7.04
STU0120,CSE2026B060,Dakshesh,Loyal,Dakshesh Loyal,Female,CSE,B.Tech,1,SEC002,dakshesh.loyal@cpit.edu.in,9954898596,O+,Hosteller,2026,7.61
STU0121,CSE2026C001,Indali,Nagar,Indali Nagar,Female,CSE,B.Tech,1,SEC003,indali.nagar@cpit.edu.in,8854306685,O+,Hosteller,2026,6.13
STU0122,CSE2026C002,Onveer,Sama,Onveer Sama,Male,CSE,B.Tech,1,SEC003,onveer.sama@cpit.edu.in,7602135394,A-,Hosteller,2026,6.95
STU0123,CSE2026C003,Yashoda,Sastry,Yashoda Sastry,Female,CSE,B.Tech,1,SEC003,yashoda.sastry@cpit.edu.in,9625179783,A+,Hosteller,2026,9.41
STU0124,CSE2026C004,Bhavya,Sinha,Bhavya Sinha,Female,CSE,B.Tech,1,SEC003,bhavya.sinha@cpit.edu.in,6791696009,B+,Day Scholar,2026,9.54
STU0125,CSE2026C005,Naveen,Samra,Naveen Samra,Female,CSE,B.Tech,1,SEC003,naveen.samra@cpit.edu.in,8107411127,O-,Hosteller,2026,6.27
STU0126,CSE2026C006,Falan,Prasad,Falan Prasad,Female,CSE,B.Tech,1,SEC003,falan.prasad@cpit.edu.in,8423737664,B+,Day Scholar,2026,8.67
STU0127,CSE2026C007,Farhan,Shroff,Farhan Shroff,Male,CSE,B.Tech,1,SEC003,farhan.shroff@cpit.edu.in,8004840379,A+,Hosteller,2026,6.37
STU0128,CSE2026C008,Sai,Oommen,Sai Oommen,Female,CSE,B.Tech,1,SEC003,sai.oommen@cpit.edu.in,7110845720,B+,Day Scholar,2026,6.17
STU0129,CSE2026C009,Chameli,Mandal,Chameli Mandal,Male,CSE,B.Tech,1,SEC003,chameli.mandal@cpit.edu.in,8461066133,AB+,Day Scholar,2026,8.95
STU0130,CSE2026C010,Dayamai,Khosla,Dayamai Khosla,Male,CSE,B.Tech,1,SEC003,dayamai.khosla@cpit.edu.in,8303044191,AB+,Day Scholar,2026,7.17
STU0131,CSE2026C011,Advik,Khatri,Advik Khatri,Male,CSE,B.Tech,1,SEC003,advik.khatri@cpit.edu.in,9583669108,AB+,Day Scholar,2026,8.32
STU0132,CSE2026C012,Akshay,Karpe,Akshay Karpe,Male,CSE,B.Tech,1,SEC003,akshay.karpe@cpit.edu.in,7666582779,B+,Hosteller,2026,8.4
STU0133,CSE2026C013,Pratyush,Mannan,Pratyush Mannan,Male,CSE,B.Tech,1,SEC003,pratyush.mannan@cpit.edu.in,9258125562,B+,Day Scholar,2026,9.29
STU0134,CSE2026C014,Avni,Oza,Avni Oza,Female,CSE,B.Tech,1,SEC003,avni.oza@cpit.edu.in,6266215749,A-,Day Scholar,2026,9.89
STU0135,CSE2026C015,Frado,Narang,Frado Narang,Female,CSE,B.Tech,1,SEC003,frado.narang@cpit.edu.in,7763501832,O-,Hosteller,2026,6.17
STU0136,CSE2026C016,Balhaar,Dani,Balhaar Dani,Female,CSE,B.Tech,1,SEC003,balhaar.dani@cpit.edu.in,7090242187,O+,Day Scholar,2026,8.48
STU0137,CSE2026C017,Januja,Dar,Januja Dar,Female,CSE,B.Tech,1,SEC003,januja.dar@cpit.edu.in,9287256108,A+,Day Scholar,2026,8.41
STU0138,CSE2026C018,Darpan,Ramanathan,Darpan Ramanathan,Male,CSE,B.Tech,1,SEC003,darpan.ramanathan@cpit.edu.in,8363199192,B-,Day Scholar,2026,7.69
STU0139,CSE2026C019,Odika,Patla,Odika Patla,Female,CSE,B.Tech,1,SEC003,odika.patla@cpit.edu.in,6541383826,AB-,Hosteller,2026,6.93
STU0140,CSE2026C020,Vincent,Naik,Vincent Naik,Female,CSE,B.Tech,1,SEC003,vincent.naik@cpit.edu.in,9429863962,AB+,Day Scholar,2026,8.17
STU0141,CSE2026C021,Jatin,Bawa,Jatin Bawa,Male,CSE,B.Tech,1,SEC003,jatin.bawa@cpit.edu.in,9806194165,O-,Hosteller,2026,9.58
STU0142,CSE2026C022,Vrishti,Kalita,Vrishti Kalita,Female,CSE,B.Tech,1,SEC003,vrishti.kalita@cpit.edu.in,7010375855,B-,Hosteller,2026,8.97
STU0143,CSE2026C023,Chatura,Bandi,Chatura Bandi,Female,CSE,B.Tech,1,SEC003,chatura.bandi@cpit.edu.in,6268573644,AB-,Day Scholar,2026,7.14
STU0144,CSE2026C024,Anusha,Chauhan,Anusha Chauhan,Female,CSE,B.Tech,1,SEC003,anusha.chauhan@cpit.edu.in,9862222990,O+,Hosteller,2026,6.29
STU0145,CSE2026C025,Fiyaz,Dhillon,Fiyaz Dhillon,Female,CSE,B.Tech,1,SEC003,fiyaz.dhillon@cpit.edu.in,7442932585,O-,Hosteller,2026,7.76
STU0146,CSE2026C026,Bhanumati,Khosla,Bhanumati Khosla,Male,CSE,B.Tech,1,SEC003,bhanumati.khosla@cpit.edu.in,6728383431,A-,Hosteller,2026,6.37
STU0147,CSE2026C027,Libni,Kara,Libni Kara,Female,CSE,B.Tech,1,SEC003,libni.kara@cpit.edu.in,7686534384,O-,Day Scholar,2026,8.02
STU0148,CSE2026C028,Osha,Kant,Osha Kant,Male,CSE,B.Tech,1,SEC003,osha.kant@cpit.edu.in,6121211560,AB+,Day Scholar,2026,7.22
STU0149,CSE2026C029,Nidhi,Prabhu,Nidhi Prabhu,Male,CSE,B.Tech,1,SEC003,nidhi.prabhu@cpit.edu.in,7099484358,O+,Day Scholar,2026,9.52
STU0150,CSE2026C030,Parth,Tailor,Parth Tailor,Male,CSE,B.Tech,1,SEC003,parth.tailor@cpit.edu.in,8549376207,O-,Hosteller,2026,6.06
STU0151,CSE2026C031,Aayush,Sagar,Aayush Sagar,Female,CSE,B.Tech,1,SEC003,aayush.sagar@cpit.edu.in,6684226963,O-,Hosteller,2026,8.02
